ÓBIDOS   
 obs upstream area=4.67e+06 
 mod upstream area=4.61644e+06 
 mod gridbox area=2.55505e+09 
 obs longitude=-55.5131 
 obs latitude=-1.9192
 datem rflowobs rflowS0_rescale rflowS1_rescale rflowS2_rescale rflowS3_rescale
 1930.87 -999.0 50870.1377182 51055.1731878 51092.2630889 51092.2630889
 1930.96 -999.0 53005.6667653 53205.8626839 53282.8588921 53282.8588921
 1931.04 -999.0 74028.0291567 74360.1676802 74493.3042488 74493.3042488
 1931.12 -999.0 111163.488608 111636.731481 111830.009151 111830.009151
 1931.2 -999.0 153224.052665 153673.24295 153893.933638 153893.933638
 1931.29 -999.0 165846.703098 166233.00809 166370.506477 166370.506477
 1931.37 -999.0 165823.363035 166210.861991 166333.031427 166333.031427
 1931.45 -999.0 159054.475347 159515.470464 159593.81951 159593.81951
 1931.54 -999.0 130455.167081 130828.993228 130893.159142 130893.159142
 1931.62 -999.0 98894.6750615 99166.4269509 99208.6585984 99208.6585984
 1931.71 -999.0 78460.9944905 78670.0440341 78691.5979655 78691.5979655
 1931.79 -999.0 61242.0560604 61437.62537 61454.6056505 61454.6056505
 1931.87 -999.0 46880.1810185 47067.9703074 47096.789122 47096.789122
 1931.96 -999.0 49794.5835451 50014.0321265 50072.6085577 50072.6085577
 1932.04 -999.0 54648.5606597 54930.7886167 55008.2807049 55008.2807049
 1932.12 -999.0 97170.7938468 97722.019874 97852.4796532 97852.4796532
 1932.2 -999.0 138424.23852 138908.12115 139057.944322 139057.944322
 1932.29 -999.0 153734.38544 154194.253995 154358.395102 154358.395102
 1932.37 -999.0 160034.372816 160522.511348 160649.812901 160649.812901
 1932.45 -999.0 150851.829966 151292.373643 151356.761018 151356.761018
 1932.54 -999.0 138786.702756 139150.871279 139200.151163 139200.151163
 1932.62 -999.0 108539.397364 108808.337662 108842.827804 108842.827804
 1932.71 -999.0 79801.5122923 80003.5713717 80034.1859461 80034.1859461
 1932.79 -999.0 74682.7352376 74876.2873265 74902.0008729 74902.0008729
 1932.87 -999.0 68645.1935747 68841.971291 68889.5998465 68889.5998465
 1932.96 -999.0 67184.6535463 67391.4307077 67498.0449158 67498.0449158
 1933.04 -999.0 79354.3970012 79646.0948226 79829.589694 79829.589694
 1933.12 -999.0 88637.5168403 89160.0203402 89237.1272789 89237.1272789
 1933.2 -999.0 100497.089739 100996.243548 101134.329288 101134.329288
 1933.29 -999.0 136624.762079 137153.071708 137313.679068 137313.679068
 1933.37 -999.0 169777.038648 170372.999795 170453.823426 170453.823426
 1933.45 -999.0 164532.707656 165057.62797 165140.146259 165140.146259
 1933.54 -999.0 118581.545853 118952.31969 119011.729007 119011.729007
 1933.62 -999.0 89626.6386414 89923.7333708 89962.2579539 89962.2579539
 1933.71 -999.0 68855.7596447 69083.4841269 69109.3854337 69109.3854337
 1933.79 -999.0 53948.1421423 54160.6484031 54185.4327763 54185.4327763
 1933.87 -999.0 51738.211832 51967.9390918 52022.7892012 52022.7892012
 1933.96 -999.0 61522.6182456 61819.6648313 61917.7624201 61917.7624201
 1934.04 -999.0 71615.5631444 72013.0471024 72109.9218414 72109.9218414
 1934.12 -999.0 91661.9999209 92264.8552444 92370.954315 92370.954315
 1934.2 -999.0 130618.778607 131160.847704 131317.921316 131317.921316
 1934.29 -999.0 148095.179878 148474.253688 148721.250091 148721.250091
 1934.37 -999.0 178543.080781 179034.762689 179209.428007 179209.428007
 1934.45 -999.0 171898.596395 172454.867882 172567.331548 172567.331548
 1934.54 -999.0 154834.372537 155343.809839 155396.209434 155396.209434
 1934.62 -999.0 134841.394517 135199.468048 135236.182428 135236.182428
 1934.71 -999.0 119108.680776 119369.504047 119400.893735 119400.893735
 1934.79 -999.0 92019.1490929 92267.6668361 92296.0619862 92296.0619862
 1934.87 -999.0 66340.8534825 66580.132451 66626.2637376 66626.2637376
 1934.96 -999.0 74456.4261799 74770.2797289 74863.3559305 74863.3559305
 1935.04 -999.0 91597.054079 92036.34602 92160.7589514 92160.7589514
 1935.12 -999.0 97834.4065109 98340.916676 98476.0078785 98476.0078785
 1935.2 -999.0 110232.639933 110708.694398 110835.5434 110835.5434
 1935.29 -999.0 137053.298719 137477.983863 137590.880824 137590.880824
 1935.37 -999.0 148134.407359 148634.793647 148722.54997 148722.54997
 1935.45 -999.0 135772.368366 136261.132766 136341.648278 136341.648278
 1935.54 -999.0 117920.581092 118360.518158 118424.953677 118424.953677
 1935.62 -999.0 97283.2382561 97636.6803638 97681.3769684 97681.3769684
 1935.71 -999.0 87571.3843879 87838.0811895 87870.9729606 87870.9729606
 1935.79 -999.0 65863.6820838 66071.0080833 66103.1632558 66103.1632558
 1935.87 -999.0 54744.1066328 54989.769455 55036.0162864 55036.0162864
 1935.96 -999.0 62644.3181484 62975.3445526 63032.8088646 63032.8088646
 1936.04 -999.0 65365.909999 65731.6672633 65797.041584 65797.041584
 1936.12 -999.0 88329.3490615 88890.6467492 89005.6427743 89005.6427743
 1936.2 -999.0 112545.020022 113078.52917 113225.155601 113225.155601
 1936.29 -999.0 143567.198152 144195.232627 144357.03395 144357.03395
 1936.37 -999.0 142658.476318 143238.097496 143307.992509 143307.992509
 1936.45 -999.0 117133.460598 117615.744856 117671.967061 117671.967061
 1936.54 -999.0 99530.2103238 99943.7261316 99987.2287726 99987.2287726
 1936.62 -999.0 87039.3676942 87369.488997 87413.7523083 87413.7523083
 1936.71 -999.0 68794.6027115 69016.3188608 69057.2602573 69057.2602573
 1936.79 -999.0 42885.8769433 43080.1993313 43108.6378108 43108.6378108
 1936.87 -999.0 38222.2551765 38433.8467071 38481.7111667 38481.7111667
 1936.96 -999.0 52328.8723581 52559.8802402 52698.6062915 52698.6062915
 1937.04 -999.0 66638.550008 67020.1272899 67203.9591672 67203.9591672
 1937.12 -999.0 102832.106992 103493.765022 103705.472098 103705.472098
 1937.2 -999.0 123119.050401 123765.851288 123909.617984 123909.617984
 1937.29 -999.0 136671.596263 137249.753873 137330.596762 137330.596762
 1937.37 -999.0 163272.440576 163866.66855 163951.439965 163951.439965
 1937.45 -999.0 186790.750144 187359.423445 187463.798971 187463.798971
 1937.54 -999.0 132826.735026 133234.386932 133303.039838 133303.039838
 1937.62 -999.0 92202.7113655 92540.1119947 92584.4234497 92584.4234497
 1937.71 -999.0 70908.0097317 71173.2477795 71205.8843889 71205.8843889
 1937.79 -999.0 58771.0858324 59020.9275271 59049.332306 59049.332306
 1937.87 -999.0 60764.027704 61045.8416252 61091.0629961 61091.0629961
 1937.96 -999.0 60953.0205852 61202.2845556 61327.5544447 61327.5544447
 1938.04 -999.0 60944.4654509 61283.5222231 61418.0501444 61418.0501444
 1938.12 -999.0 90052.5562644 90691.7408187 90795.6830519 90795.6830519
 1938.2 -999.0 142918.221171 143713.834212 143891.898475 143891.898475
 1938.29 -999.0 149869.650486 150403.708472 150592.701353 150592.701353
 1938.37 -999.0 146513.341815 147048.064185 147141.068171 147141.068171
 1938.45 -999.0 146520.062675 147021.07483 147091.017987 147091.017987
 1938.54 -999.0 141175.275054 141591.881686 141663.538759 141663.538759
 1938.62 -999.0 128078.245557 128432.71794 128504.31724 128504.31724
 1938.71 -999.0 97203.9359651 97481.2917803 97531.842658 97531.842658
 1938.79 -999.0 72238.7206633 72475.5298603 72513.3563599 72513.3563599
 1938.87 -999.0 61005.1457616 61243.8710776 61297.3635349 61297.3635349
 1938.96 -999.0 69486.6586694 69786.5746192 69890.3676069 69890.3676069
 1939.04 -999.0 71762.9598748 72181.3767105 72291.9387015 72291.9387015
 1939.12 -999.0 85606.8135945 86186.8488076 86320.5919867 86320.5919867
 1939.2 -999.0 110593.515427 111169.949491 111346.453899 111346.453899
 1939.29 -999.0 137591.371889 138114.597545 138325.033627 138325.033627
 1939.37 -999.0 153098.975351 153711.594215 153862.505436 153862.505436
 1939.45 -999.0 174608.007892 175226.808406 175384.642689 175384.642689
 1939.54 -999.0 132865.509956 133353.581087 133453.267417 133453.267417
 1939.62 -999.0 101648.735019 102025.27647 102083.405165 102083.405165
 1939.71 -999.0 86416.9178876 86736.9771586 86778.2459322 86778.2459322
 1939.79 -999.0 68696.8565716 68994.6204984 69030.8197411 69030.8197411
 1939.87 -999.0 56790.7816801 57081.0063045 57107.8030841 57107.8030841
 1939.96 -999.0 63160.0237589 63501.3962427 63562.0139666 63562.0139666
 1940.04 -999.0 77730.0913867 78166.8750413 78284.6537718 78284.6537718
 1940.12 -999.0 93281.3226631 93741.7304278 93924.0987369 93924.0987369
 1940.2 -999.0 116949.185798 117438.402749 117622.013165 117622.013165
 1940.29 -999.0 129522.893352 130111.787005 130200.111424 130200.111424
 1940.37 -999.0 116684.385858 117155.635582 117231.538929 117231.538929
 1940.45 -999.0 130227.803676 130749.507991 130819.123771 130819.123771
 1940.54 -999.0 115167.840272 115611.908067 115678.98186 115678.98186
 1940.62 -999.0 93019.247656 93389.0201043 93455.0058499 93455.0058499
 1940.71 -999.0 75731.8200082 76047.0071375 76093.2443402 76093.2443402
 1940.79 -999.0 60739.8162408 61053.8719932 61076.9472653 61076.9472653
 1940.87 -999.0 65973.3245302 66321.5478616 66347.834318 66347.834318
 1940.96 -999.0 71649.4948192 72010.8565644 72052.0820087 72052.0820087
 1941.04 -999.0 80678.632606 81082.0960107 81189.1001827 81189.1001827
 1941.12 -999.0 120734.830294 121155.15362 121500.363156 121500.363156
 1941.2 -999.0 150174.631152 150799.382227 151024.993201 151024.993201
 1941.29 -999.0 152889.319197 153509.968429 153642.912423 153642.912423
 1941.37 -999.0 151599.684464 152127.531914 152254.409802 152254.409802
 1941.45 -999.0 130565.300593 131022.059065 131128.427741 131128.427741
 1941.54 -999.0 114259.63839 114724.302057 114784.982368 114784.982368
 1941.62 -999.0 103498.011296 103910.612374 103956.685888 103956.685888
 1941.71 -999.0 72628.6749477 72915.6835734 72943.8861488 72943.8861488
 1941.79 -999.0 51047.9179333 51314.2055135 51335.5716845 51335.5716845
 1941.87 -999.0 44890.0314811 45153.8492899 45210.5288596 45210.5288596
 1941.96 -999.0 48083.3593073 48345.7135479 48476.6355066 48476.6355066
 1942.04 -999.0 59758.7103646 60123.7695454 60291.6321597 60291.6321597
 1942.12 -999.0 84134.8009241 84715.0479694 84904.4452576 84904.4452576
 1942.2 -999.0 98192.4896706 98806.4276722 98992.1852972 98992.1852972
 1942.29 -999.0 128374.358155 128953.160889 129136.415042 129136.415042
 1942.37 -999.0 161592.553068 162244.091294 162394.030012 162394.030012
 1942.45 -999.0 129256.158036 129857.549791 129924.180662 129924.180662
 1942.54 -999.0 112738.750242 113344.080152 113396.364202 113396.364202
 1942.62 -999.0 94613.9497136 95060.5017235 95120.9028007 95120.9028007
 1942.71 -999.0 67197.1420203 67498.7815143 67538.370073 67538.370073
 1942.79 -999.0 60010.5933519 60310.0711941 60350.7381716 60350.7381716
 1942.87 -999.0 54904.4925316 55210.9993529 55260.3418239 55260.3418239
 1942.96 -999.0 55177.3035822 55474.3405392 55598.4790516 55598.4790516
 1943.04 -999.0 71446.9880034 71826.6780525 72056.5256715 72056.5256715
 1943.12 -999.0 88339.6903267 89013.2591065 89190.7937888 89190.7937888
 1943.2 -999.0 117507.700781 118313.568429 118416.60556 118416.60556
 1943.29 -999.0 154922.090346 155695.942438 155806.104836 155806.104836
 1943.37 -999.0 168694.113675 169398.975856 169523.148069 169523.148069
 1943.45 -999.0 161267.573512 161846.790282 161938.648448 161938.648448
 1943.54 -999.0 135241.536007 135670.42891 135772.474282 135772.474282
 1943.62 -999.0 121040.562002 121416.20798 121490.551471 121490.551471
 1943.71 -999.0 95943.4185379 96275.590762 96317.5913198 96317.5913198
 1943.79 -999.0 65863.436551 66112.2768569 66153.8681933 66153.8681933
 1943.87 -999.0 49200.4759306 49402.8431297 49493.0981109 49493.0981109
 1943.96 -999.0 46811.9951061 47093.6357101 47180.3328724 47180.3328724
 1944.04 -999.0 64274.9931735 64699.7023898 64830.995055 64830.995055
 1944.12 -999.0 96750.2586886 97487.7334065 97669.3121589 97669.3121589
 1944.2 -999.0 136106.687799 136903.302229 137093.450559 137093.450559
 1944.29 -999.0 149863.73844 150580.395825 150695.728856 150695.728856
 1944.37 -999.0 174399.911593 175105.852192 175199.655363 175199.655363
 1944.45 -999.0 159049.670606 159626.730539 159712.484085 159712.484085
 1944.54 -999.0 140337.23779 140787.949415 140865.990341 140865.990341
 1944.62 -999.0 130268.677671 130585.540201 130662.204218 130662.204218
 1944.71 -999.0 89620.5436498 89843.4008046 89891.8526173 89891.8526173
 1944.79 -999.0 60376.0136104 60589.9304814 60632.0947277 60632.0947277
 1944.87 -999.0 56781.9713843 56991.9452869 57086.6920747 57086.6920747
 1944.96 -999.0 67140.92463 67401.1412905 67582.9607614 67582.9607614
 1945.04 -999.0 76231.4263678 76765.9994916 76896.0259776 76896.0259776
 1945.12 -999.0 100195.845023 100928.043192 101081.804519 101081.804519
 1945.2 -999.0 130828.608078 131531.871888 131681.329168 131681.329168
 1945.29 -999.0 153435.721226 153999.252781 154165.752929 154165.752929
 1945.37 -999.0 168933.561147 169550.204824 169694.847735 169694.847735
 1945.45 -999.0 159043.931878 159649.136614 159755.919325 159755.919325
 1945.54 -999.0 133056.014549 133583.16873 133675.643135 133675.643135
 1945.62 -999.0 108668.74021 109035.604779 109109.851982 109109.851982
 1945.71 -999.0 78600.100877 78870.2592101 78919.6546391 78919.6546391
 1945.79 -999.0 54767.2637491 54990.5878977 55053.7283511 55053.7283511
 1945.87 -999.0 47900.1099687 48113.6079896 48222.6823405 48222.6823405
 1945.96 -999.0 55213.3343221 55500.7666123 55655.8807767 55655.8807767
 1946.04 -999.0 85298.5013847 85854.7824996 86022.6499283 86022.6499283
 1946.12 -999.0 132973.563661 133872.050145 134047.023583 134047.023583
 1946.2 -999.0 158136.529181 158814.584953 159070.064274 159070.064274
 1946.29 -999.0 153009.379938 153621.382564 153757.070748 153757.070748
 1946.37 -999.0 163969.541993 164607.811817 164711.898482 164711.898482
 1946.45 -999.0 152146.500529 152762.306506 152830.2854 152830.2854
 1946.54 -999.0 131668.744407 132122.508342 132210.649815 132210.649815
 1946.62 -999.0 102793.370577 103131.50299 103215.513734 103215.513734
 1946.71 -999.0 75459.2256042 75729.5331828 75778.7649233 75778.7649233
 1946.79 -999.0 60188.1232198 60467.2844236 60497.7016088 60497.7016088
 1946.87 -999.0 45245.6785699 45507.2480682 45541.5167489 45541.5167489
 1946.96 -999.0 45499.1599278 45773.737852 45865.7260062 45865.7260062
 1947.04 -999.0 62065.2024799 62472.8736433 62601.1428845 62601.1428845
 1947.12 -999.0 94655.5843793 95372.6654288 95580.8194998 95580.8194998
 1947.2 -999.0 118905.350703 119674.590629 119783.780525 119783.780525
 1947.29 -999.0 125816.348944 126434.427304 126494.000309 126494.000309
 1947.37 -999.0 135439.050322 136064.359864 136084.869077 136084.869077
 1947.45 -999.0 134837.109729 135452.963849 135480.723503 135480.723503
 1947.54 -999.0 120254.308094 120831.146566 120886.675501 120886.675501
 1947.62 -999.0 123620.515107 124147.698174 124228.521806 124228.521806
 1947.71 -999.0 109444.623966 109816.71694 109898.156811 109898.156811
 1947.79 -999.0 68074.6089686 68377.5531567 68419.05302 68419.05302
 1947.87 -999.0 55254.2468324 55592.8799401 55631.1975053 55631.1975053
 1947.96 -999.0 82091.1589294 82662.0275833 82769.2821025 82769.2821025
 1948.04 -999.0 104084.998458 104743.787124 104888.757413 104888.757413
 1948.12 -999.0 130686.930819 131412.128895 131545.005487 131545.005487
 1948.2 -999.0 171011.154074 171856.692125 171993.073578 171993.073578
 1948.29 -999.0 174726.749496 175476.250508 175578.661772 175578.661772
 1948.37 -999.0 203039.67019 203757.66597 203834.118154 203834.118154
 1948.45 -999.0 184358.684834 184929.68829 185012.43767 185012.43767
 1948.54 -999.0 148144.036098 148535.030286 148640.792351 148640.792351
 1948.62 -999.0 111674.360591 111938.496149 112021.303301 112021.303301
 1948.71 -999.0 67726.799673 67977.2383495 68011.5118445 68011.5118445
 1948.79 -999.0 54422.5837935 54702.2986498 54732.9180385 54732.9180385
 1948.87 -999.0 46975.2936984 47287.1829846 47322.3760242 47322.3760242
 1948.96 -999.0 62551.3960066 62959.6497087 63039.2553051 63039.2553051
 1949.04 -999.0 86689.6519084 87244.9990357 87383.1136621 87383.1136621
 1949.12 -999.0 118592.590016 119360.751523 119586.853563 119586.853563
 1949.2 -999.0 142420.829421 143127.983241 143332.536164 143332.536164
 1949.29 -999.0 159912.569273 160636.583014 160790.931694 160790.931694
 1949.37 -999.0 204532.548337 205287.807335 205423.591807 205423.591807
 1949.45 -999.0 203747.883171 204424.12874 204511.769519 204511.769519
 1949.54 -999.0 180617.207362 181168.028983 181250.528015 181250.528015
 1949.62 -999.0 154679.186157 155070.459579 155160.035734 155160.035734
 1949.71 -999.0 123188.955043 123481.986445 123553.01765 123553.01765
 1949.79 -999.0 88892.1680899 89157.04506 89217.7927718 89217.7927718
 1949.87 -999.0 65819.4669162 66105.2141772 66171.6139585 66171.6139585
 1949.96 -999.0 77333.2429254 77786.4724655 77889.9380761 77889.9380761
 1950.04 -999.0 82279.0445056 82841.093235 82990.9838087 82990.9838087
 1950.12 -999.0 95201.6494026 95839.3415024 95994.8456307 95994.8456307
 1950.2 -999.0 114907.575467 115558.699657 115693.858261 115693.858261
 1950.29 -999.0 145118.69606 145795.625269 145922.79202 145922.79202
 1950.37 -999.0 165719.89261 166513.185126 166664.529639 166664.529639
 1950.45 -999.0 156081.611934 156794.331165 156921.218682 156921.218682
 1950.54 -999.0 131931.166049 132498.780189 132609.905461 132609.905461
 1950.62 -999.0 124601.529511 125062.158736 125171.858955 125171.858955
 1950.71 -999.0 116935.35893 117229.083601 117327.133046 117327.133046
 1950.79 -999.0 64630.7750646 64835.910526 64894.4532567 64894.4532567
 1950.87 -999.0 41144.5003107 41393.6824368 41441.4843096 41441.4843096
 1950.96 -999.0 49295.1168023 49636.5181723 49726.8983271 49726.8983271
 1951.04 -999.0 60310.1578528 60830.0375214 60927.5622003 60927.5622003
 1951.12 -999.0 90124.8199476 90917.2555054 91086.5865023 91086.5865023
 1951.2 -999.0 119227.566811 120065.286327 120232.075337 120232.075337
 1951.29 -999.0 167523.393864 168651.901285 168760.417169 168760.417169
 1951.37 -999.0 184162.913321 185112.634323 185208.478787 185208.478787
 1951.45 -999.0 169314.936225 169993.492692 170081.826739 170081.826739
 1951.54 -999.0 143561.883088 144077.800531 144161.782389 144161.782389
 1951.62 -999.0 117965.412498 118330.19726 118442.063945 118442.063945
 1951.71 -999.0 79792.3746193 80035.1343768 80107.0321679 80107.0321679
 1951.79 -999.0 60454.0930517 60705.7690211 60769.1213067 60769.1213067
 1951.87 -999.0 51200.884889 51503.8483346 51545.3481979 51545.3481979
 1951.96 -999.0 55208.5584677 55643.5848775 55689.1047392 55689.1047392
 1952.04 -999.0 73727.1118181 74378.4767266 74475.7221721 74475.7221721
 1952.12 -999.0 91519.4657034 92379.9860718 92486.210316 92486.210316
 1952.2 -999.0 122633.983437 123316.564716 123497.527229 123497.527229
 1952.29 -999.0 142499.274754 143184.224703 143368.682448 143368.682448
 1952.37 -999.0 134191.637608 134906.966227 135001.154548 135001.154548
 1952.45 -999.0 128613.276046 129353.620128 129439.652907 129439.652907
 1952.54 -999.0 103601.857242 104186.860884 104296.378157 104296.378157
 1952.62 -999.0 88770.2971455 89182.6286184 89291.1637599 89291.1637599
 1952.71 -999.0 70812.8777944 71123.5779314 71194.9124413 71194.9124413
 1952.79 -999.0 56006.814598 56289.1629142 56344.7929514 56344.7929514
 1952.87 -999.0 49198.3624225 49512.9621986 49584.888876 49584.888876
 1952.96 -999.0 49972.9414845 50393.8232773 50459.4286877 50459.4286877
 1953.04 -999.0 55537.9624295 56044.0152295 56141.039214 56141.039214
 1953.12 -999.0 83195.478959 83985.0451527 84179.4301275 84179.4301275
 1953.2 -999.0 162648.633118 163848.373947 164084.778737 164084.778737
 1953.29 -999.0 199709.282084 200659.099374 200811.117899 200811.117899
 1953.37 -999.0 193696.866615 194477.449195 194621.552897 194621.552897
 1953.45 -999.0 195461.852914 196177.499282 196317.019704 196317.019704
 1953.54 -999.0 148876.070578 149450.944788 149564.217268 149564.217268
 1953.62 -999.0 110202.193861 110584.93622 110699.643383 110699.643383
 1953.71 -999.0 73533.6415734 73790.5026186 73856.3439331 73856.3439331
 1953.79 -999.0 52318.7092245 52574.3329768 52624.4794474 52624.4794474
 1953.87 -999.0 54440.0743972 54792.7606489 54854.2882885 54854.2882885
 1953.96 -999.0 78529.2333609 79082.8858302 79199.1721062 79199.1721062
 1954.04 -999.0 113353.680004 114137.786703 114347.924294 114347.924294
 1954.12 -999.0 152867.981912 153707.694576 153940.151584 153940.151584
 1954.2 -999.0 162137.231553 162904.064295 163139.332894 163139.332894
 1954.29 -999.0 172366.745666 173053.94874 173297.305479 173297.305479
 1954.37 -999.0 191636.778734 192461.114303 192617.446503 192617.446503
 1954.45 -999.0 164146.287119 164852.092916 164952.886551 164952.886551
 1954.54 -999.0 128492.233173 128987.602887 129100.018411 129100.018411
 1954.62 -999.0 106938.494399 107356.17945 107464.493131 107464.493131
 1954.71 -999.0 78888.3612387 79204.0875773 79276.0383265 79276.0383265
 1954.79 -999.0 60739.7055103 61032.6935827 61089.132434 61089.132434
 1954.87 -999.0 51276.0612656 51597.0111949 51641.428566 51641.428566
 1954.96 -999.0 64632.4793513 65140.0823783 65200.9552637 65200.9552637
 1955.04 -999.0 81243.3003522 81919.3533466 82037.2283645 82037.2283645
 1955.12 -999.0 106001.752936 106925.948153 107105.35081 107105.35081
 1955.2 -999.0 148383.050276 149298.935891 149491.722496 149491.722496
 1955.29 -999.0 202331.495724 203335.330237 203516.697158 203516.697158
 1955.37 -999.0 208208.800733 209042.822813 209188.428598 209188.428598
 1955.45 -999.0 180366.667584 181014.469859 181152.276366 181152.276366
 1955.54 -999.0 150336.807996 150845.166879 150966.970422 150966.970422
 1955.62 -999.0 117638.31462 118006.825703 118118.278352 118118.278352
 1955.71 -999.0 101565.754549 101860.827244 101959.107779 101959.107779
 1955.79 -999.0 77715.9612128 78003.6053353 78070.8380025 78070.8380025
 1955.87 -999.0 61429.2291099 61776.1092323 61833.0247061 61833.0247061
 1955.96 -999.0 58768.5197735 59127.0843701 59223.0588221 59223.0588221
 1956.04 -999.0 67143.3944014 67658.7726348 67805.8997605 67805.8997605
 1956.12 -999.0 90745.5269525 91517.9251053 91702.402108 91702.402108
 1956.2 -999.0 141896.708293 142793.095713 143039.735852 143039.735852
 1956.29 -999.0 159514.324645 160522.1936 160642.456545 160642.456545
 1956.37 -999.0 172170.550488 173007.750052 173115.245289 173115.245289
 1956.45 -999.0 169341.838921 170018.065232 170132.782024 170132.782024
 1956.54 -999.0 153914.741342 154391.729795 154531.211702 154531.211702
 1956.62 -999.0 109941.303189 110252.080356 110379.179705 110379.179705
 1956.71 -999.0 96959.8859566 97254.7949623 97357.9572676 97357.9572676
 1956.79 -999.0 77885.8314191 78194.0569703 78275.5594282 78275.5594282
 1956.87 -999.0 61376.5117661 61741.6720487 61806.1701542 61806.1701542
 1956.96 -999.0 83655.9348675 84234.1791351 84343.2342285 84343.2342285
 1957.04 -999.0 98669.9114164 99456.1556953 99572.3745701 99572.3745701
 1957.12 -999.0 126159.478673 126955.265032 127155.687226 127155.687226
 1957.2 -999.0 129965.593867 130643.688154 130823.360416 130823.360416
 1957.29 -999.0 136219.536615 136967.342969 137100.267706 137100.267706
 1957.37 -999.0 149750.225241 150542.747457 150673.871619 150673.871619
 1957.45 -999.0 149788.720938 150504.993173 150649.453138 150649.453138
 1957.54 -999.0 140814.206985 141431.447644 141591.390621 141591.390621
 1957.62 -999.0 106673.232279 107077.234893 107221.771888 107221.771888
 1957.71 -999.0 64938.3651191 65222.7210273 65329.7781574 65329.7781574
 1957.79 -999.0 51746.0111103 52058.6225519 52128.6619965 52128.6619965
 1957.87 -999.0 44773.0374928 45114.7951261 45202.9606711 45202.9606711
 1957.96 -999.0 53245.4753145 53686.2308237 53848.1284345 53848.1284345
 1958.04 -999.0 71223.7745853 71956.9163707 72131.191725 72131.191725
 1958.12 -999.0 100515.77912 101460.098401 101692.305061 101692.305061
 1958.2 -999.0 129343.635126 130296.215864 130521.740179 130521.740179
 1958.29 -999.0 160675.752723 161606.476224 161746.882491 161746.882491
 1958.37 -999.0 181223.875666 182193.951823 182330.294761 182330.294761
 1958.45 -999.0 168196.981902 168996.571612 169126.88696 169126.88696
 1958.54 -999.0 128060.827169 128755.964323 128840.495019 128840.495019
 1958.62 -999.0 95519.5807223 96037.9534934 96097.4109543 96097.4109543
 1958.71 -999.0 65466.2462695 65854.9584467 65904.1613009 65904.1613009
 1958.79 -999.0 48985.586557 49310.3783529 49357.6987888 49357.6987888
 1958.87 -999.0 43799.9475414 44150.0725487 44230.1788394 44230.1788394
 1958.96 -999.0 58279.0909907 58758.0629634 58920.9908492 58920.9908492
 1959.04 -999.0 78236.1875161 79030.1203427 79192.9086118 79192.9086118
 1959.12 -999.0 104873.303287 105784.085671 106017.572953 106017.572953
 1959.2 -999.0 148003.812778 148901.086041 149208.878299 149208.878299
 1959.29 -999.0 156277.672309 157052.025096 157258.975574 157258.975574
 1959.37 -999.0 164839.113376 165678.277202 165823.7867 165823.7867
 1959.45 -999.0 153818.42507 154653.814431 154802.703616 154802.703616
 1959.54 -999.0 132945.370714 133746.327705 133848.719712 133848.719712
 1959.62 -999.0 115907.606629 116566.857475 116674.97858 116674.97858
 1959.71 -999.0 98491.019082 98971.0694735 99070.5150857 99070.5150857
 1959.79 -999.0 72347.3135771 72748.2590667 72803.2632359 72803.2632359
 1959.87 -999.0 54633.1257917 55019.3537543 55068.4410637 55068.4410637
 1959.96 -999.0 52783.3103049 53268.7190894 53348.4980031 53348.4980031
 1960.04 -999.0 62725.165852 63286.7283301 63442.6561229 63442.6561229
 1960.12 -999.0 88921.1794793 89781.9887099 89996.0837126 89996.0837126
 1960.2 -999.0 116497.010605 117560.812903 117796.871058 117796.871058
 1960.29 -999.0 141778.87179 142747.128114 143021.845655 143021.845655
 1960.37 -999.0 159393.561005 160391.030923 160599.204251 160599.204251
 1960.45 -999.0 144733.074708 145635.075682 145764.264468 145764.264468
 1960.54 -999.0 120723.641699 121427.175114 121532.099478 121532.099478
 1960.62 -999.0 92621.6192669 93147.7239151 93244.4831092 93244.4831092
 1960.71 -999.0 78456.1801212 78883.1328336 78996.3234702 78996.3234702
 1960.79 -999.0 65128.3545747 65517.3989433 65615.0391671 65615.0391671
 1960.87 -999.0 59973.9608159 60475.7480848 60524.4309871 60524.4309871
 1960.96 -999.0 60196.1150728 60683.9647426 60864.5565493 60864.5565493
 1961.04 -999.0 75621.9657296 76430.5534964 76623.4315736 76623.4315736
 1961.12 -999.0 95586.8470902 96585.8383483 96777.8835396 96777.8835396
 1961.2 -999.0 120048.397519 121131.938731 121326.737741 121326.737741
 1961.29 -999.0 124922.397596 125721.091833 125949.706974 125949.706974
 1961.37 -999.0 139054.333545 139951.154258 140089.288142 140089.288142
 1961.45 -999.0 136564.52469 137376.073294 137499.176717 137499.176717
 1961.54 -999.0 130793.780931 131540.037058 131656.66034 131656.66034
 1961.62 -999.0 106395.587602 107029.380063 107141.728184 107141.728184
 1961.71 -999.0 88646.5004534 89087.7759145 89205.3139266 89205.3139266
 1961.79 -999.0 65129.7699993 65454.3788492 65534.2877508 65534.2877508
 1961.87 -999.0 58377.0634059 58757.6200414 58806.3944168 58806.3944168
 1961.96 -999.0 61155.2337244 61601.7472194 61704.196998 61704.196998
 1962.04 -999.0 76666.1928017 77284.8007416 77485.7477017 77485.7477017
 1962.12 -999.0 114855.455105 115940.373227 116150.395273 116150.395273
 1962.2 -999.0 150233.607176 151272.442154 151514.479756 151514.479756
