ÓBIDOS   
 obs upstream area=4.67e+06 
 mod upstream area=4.61644e+06 
 mod gridbox area=2.55505e+09 
 obs longitude=-55.5131 
 obs latitude=-1.9192
 datem rflowobs rflowS0_rescale rflowS1_rescale rflowS2_rescale rflowS3_rescale
 1962.29 -999.0 158807.748549 159730.085419 159956.225974 159956.225974
 1962.37 -999.0 170157.720457 171084.428775 171224.969843 171224.969843
 1962.45 -999.0 180517.434373 181459.79902 181591.346846 181591.346846
 1962.54 -999.0 162259.189156 162985.369364 163101.934873 163101.934873
 1962.62 -999.0 128403.687293 128946.20894 129065.691957 129065.691957
 1962.71 -999.0 89916.8103077 90287.6804322 90389.6776602 90389.6776602
 1962.79 -999.0 67262.9881491 67610.6770855 67683.9180856 67683.9180856
 1962.87 -999.0 55223.0641624 55612.2818483 55674.4160985 55674.4160985
 1962.96 -999.0 54881.1139543 55389.9253879 55465.3521117 55465.3521117
 1963.04 -999.0 70890.9909362 71665.1704056 71741.661105 71741.661105
 1963.12 -999.0 89802.6616116 90829.9902475 90994.7957373 90994.7957373
 1963.2 -999.0 117623.524877 118641.658068 118927.987867 118927.987867
 1963.29 -999.0 141960.826063 142947.665853 143204.830204 143204.830204
 1963.37 -999.0 184604.236926 185655.310031 185893.948688 185893.948688
 1963.45 -999.0 181007.67197 181908.902645 182056.665268 182056.665268
 1963.54 -999.0 151277.468356 151931.250078 152066.543484 152066.543484
 1963.62 -999.0 104525.147357 104976.764083 105090.989809 105090.989809
 1963.71 -999.0 79308.4582893 79664.6879168 79749.2619423 79749.2619423
 1963.79 -999.0 64437.3288918 64788.4215873 64829.8973788 64829.8973788
 1963.87 -999.0 50765.4492578 51178.2573533 51205.0637616 51205.0637616
 1963.96 -999.0 45998.8818322 46484.2617305 46522.0304577 46522.0304577
 1964.04 -999.0 67180.5757755 67895.3651852 68010.6885874 68010.6885874
 1964.12 -999.0 83829.2521622 84745.9465916 84913.9391939 84913.9391939
 1964.2 -999.0 105500.278601 106507.078766 106649.10266 106649.10266
 1964.29 -999.0 118940.110449 119826.695813 120016.33382 120016.33382
 1964.37 -999.0 129419.779191 130276.332519 130485.603523 130485.603523
 1964.45 -999.0 162078.611793 163091.80544 163219.193652 163219.193652
 1964.54 -999.0 147812.066077 148685.402297 148813.936328 148813.936328
 1964.62 -999.0 131221.884278 131815.139749 131979.974125 131979.974125
 1964.71 -999.0 112750.487675 113140.3553 113287.29948 113287.29948
 1964.79 -999.0 77586.3535769 78005.4299812 78083.3216621 78083.3216621
 1964.87 -999.0 77123.3460528 77655.5745787 77728.3389563 77728.3389563
 1964.96 -999.0 91001.0255312 91634.8757642 91786.7787444 91786.7787444
 1965.04 -999.0 105740.592659 106678.845834 106862.128873 106862.128873
 1965.12 -999.0 120386.144783 121347.189182 121600.550181 121600.550181
 1965.2 -999.0 127986.358504 128879.03886 129080.549101 129080.549101
 1965.29 -999.0 144783.105633 145653.312513 145801.03662 145801.03662
 1965.37 -999.0 145409.329905 146259.066087 146395.765288 146395.765288
 1965.45 -999.0 147509.492596 148419.158046 148546.527 148546.527
 1965.54 -999.0 147627.098009 148569.337482 148697.476735 148697.476735
 1965.62 -999.0 112833.477772 113448.850456 113563.316901 113563.316901
 1965.71 -999.0 74633.7153294 75069.8827447 75151.0241248 75151.0241248
 1965.79 -999.0 60087.3632847 60510.806322 60601.7834586 60601.7834586
 1965.87 -999.0 52546.607024 53016.2920784 53081.8156445 53081.8156445
 1965.96 -999.0 60857.4649833 61383.8199787 61530.6437992 61530.6437992
 1966.04 -999.0 80272.1361486 81183.0533349 81306.4263625 81306.4263625
 1966.12 -999.0 108556.940926 109567.188179 109801.243557 109801.243557
 1966.2 -999.0 123160.704324 124049.571699 124358.143885 124358.143885
 1966.29 -999.0 130297.525372 131188.771046 131480.935861 131480.935861
 1966.37 -999.0 120941.463024 121852.081719 122069.614182 122069.614182
 1966.45 -999.0 130913.283206 131819.222334 131989.082911 131989.082911
 1966.54 -999.0 128888.802401 129804.466555 129933.741999 129933.741999
 1966.62 -999.0 103298.426802 104038.404992 104178.830516 104178.830516
 1966.71 -999.0 100773.193818 101313.375682 101488.079515 101488.079515
 1966.79 -999.0 78162.8405998 78623.3253945 78722.8047073 78722.8047073
 1966.87 -999.0 59705.1986498 60135.9354566 60245.4190288 60245.4190288
 1966.96 -999.0 58173.4107702 58768.4379292 58884.0694511 58884.0694511
 1967.04 -999.0 68121.7849733 68892.5799411 69080.3884874 69080.3884874
 1967.12 -999.0 101033.814886 102259.360734 102502.977449 102502.977449
 1967.2 -999.0 144892.36293 146168.58483 146442.570587 146442.570587
 1967.29 -999.0 137282.5975 138335.567467 138595.803385 138595.803385
 1967.37 -999.0 163975.165177 165275.949989 165452.656599 165452.656599
 1967.45 -999.0 164784.268081 165927.680789 166039.431929 166039.431929
 1967.54 -999.0 129325.427181 130104.87357 130216.643968 130216.643968
 1967.62 -999.0 113071.846825 113617.103034 113771.384313 113771.384313
 1967.71 -999.0 119524.825229 119962.412883 120082.839517 120082.839517
 1967.79 -999.0 79997.9867033 80342.2959524 80423.6202786 80423.6202786
 1967.87 -999.0 43334.0706532 43691.320927 43738.0106804 43738.0106804
 1967.96 -999.0 45871.016998 46303.0970138 46391.474391 46391.474391
 1968.04 110677.0 54089.94939 54763.8022176 54905.3302318 54905.3302318
 1968.12 143692.0 65707.0850937 66764.156903 66918.1782056 66918.1782056
 1968.2 155401.0 86597.1775029 87917.4123668 88033.9008464 88033.9008464
 1968.29 174852.0 129818.360825 131448.535155 131615.776716 131615.776716
 1968.37 205217.0 150449.185004 151994.953812 152115.573021 152115.573021
 1968.45 203824.0 147929.854437 149156.66165 149245.409734 149245.409734
 1968.54 181120.0 113795.667992 114630.258167 114773.321965 114773.321965
 1968.62 158155.0 103796.184444 104367.630822 104561.707677 104561.707677
 1968.71 140385.0 92233.5522152 92759.7338933 92878.648815 92878.648815
 1968.79 129922.0 78472.2601146 79071.5046612 79144.8708349 79144.8708349
 1968.87 120643.0 70170.2750379 70767.0546274 70835.4860726 70835.4860726
 1968.96 121371.0 77166.4442867 77935.6023689 78048.6389457 78048.6389457
 1969.04 -999.0 91463.5997621 92527.1035688 92685.6792648 92685.6792648
 1969.12 -999.0 112311.494224 113773.252288 113908.834556 113908.834556
 1969.2 -999.0 116490.597865 117767.455262 117930.171315 117930.171315
 1969.29 -999.0 131207.845577 132498.192836 132645.926572 132645.926572
 1969.37 -999.0 155307.990931 156679.036649 156748.055447 156748.055447
 1969.45 -999.0 133567.29094 134662.251836 134727.948719 134727.948719
 1969.54 -999.0 110807.957064 111731.574556 111825.35847 111825.35847
 1969.62 -999.0 89256.4425285 89932.9962173 90017.7291169 90017.7291169
 1969.71 -999.0 69245.4154382 69772.3577867 69864.2352104 69864.2352104
 1969.79 -999.0 56971.4986605 57463.6379333 57551.6542328 57551.6542328
 1969.87 -999.0 53895.0733495 54458.3112281 54561.2280006 54561.2280006
 1969.96 -999.0 70513.4817965 71319.3253727 71420.0419784 71420.0419784
 1970.04 114807.0 75364.0551519 76347.1108477 76468.7988461 76468.7988461
 1970.12 140970.0 87202.5940709 88412.6954228 88522.2030668 88522.2030668
 1970.2 172475.0 120869.035652 122434.639662 122557.93566 122557.93566
 1970.29 203208.0 171721.273545 173433.032178 173549.597688 173549.597688
 1970.37 228385.0 214052.713277 215713.381823 215816.274524 215816.274524
 1970.45 228453.0 207953.273268 209268.212326 209383.102435 209383.102435
 1970.54 216023.0 172699.611159 173656.572973 173831.103489 173831.103489
 1970.62 191241.0 133624.870797 134274.44476 134455.73465 134455.73465
 1970.71 156020.0 103492.09925 104027.543775 104207.023463 104207.023463
 1970.79 124266.0 71116.5826528 71592.5600879 71713.8292361 71713.8292361
 1970.87 99953.3 61507.2507788 62090.7619665 62192.7447513 62192.7447513
 1970.96 97980.0 65827.376925 66526.8084966 66652.2468887 66652.2468887
 1971.04 116467.0 67895.1340955 68677.6472381 68848.4466177 68848.4466177
 1971.12 152686.0 86572.3546148 87676.1932075 87929.4482901 87929.4482901
 1971.2 186702.0 127219.496876 128986.264493 129208.717241 129208.717241
 1971.29 225844.0 182181.415205 183987.612506 184259.200707 184259.200707
 1971.37 247209.0 215413.061466 216925.466695 217117.309683 217117.309683
 1971.45 253240.0 171576.438059 172582.102033 172729.768369 172729.768369
 1971.54 241988.0 139522.839079 140347.858288 140500.945603 140500.945603
 1971.62 214654.0 119704.401204 120356.324579 120502.912496 120502.912496
 1971.71 176482.0 90914.6653747 91422.7835392 91559.7716032 91559.7716032
 1971.79 139698.0 60892.8217115 61333.7986817 61446.2238336 61446.2238336
 1971.87 125692.0 54699.5977886 55277.2113739 55372.0303772 55372.0303772
 1971.96 131461.0 77496.4741165 78499.1242953 78674.3384515 78674.3384515
 1972.04 134658.0 83185.6287594 84306.8183391 84526.0839744 84526.0839744
 1972.12 168333.0 106543.590943 108044.720919 108255.099228 108255.099228
 1972.2 203850.0 160244.000084 161945.022673 162151.424314 162151.424314
 1972.29 223766.0 147102.668761 148387.941675 148590.174072 148590.174072
 1972.37 242833.0 162719.962813 164019.919554 164220.216574 164220.216574
 1972.45 243475.0 157339.221482 158406.75973 158607.653732 158607.653732
 1972.54 228400.0 132918.063611 133768.281229 133933.69333 133933.69333
 1972.62 199288.0 119872.59601 120540.51272 120657.078229 120657.078229
 1972.71 166742.0 96946.7523571 97496.774792 97603.7115629 97603.7115629
 1972.79 137139.0 80146.6496129 80713.7052863 80821.7638052 80821.7638052
 1972.87 114495.0 64082.2354555 64680.7867329 64780.1890158 64780.1890158
 1972.96 121329.0 67080.7546425 67931.7233022 68079.4955534 68079.4955534
 1973.04 139765.0 99543.9120188 100982.079673 101179.72879 101179.72879
 1973.12 150884.0 118708.385226 120111.21541 120360.638254 120360.638254
 1973.2 171515.0 144038.601936 145367.753012 145629.452498 145629.452498
 1973.29 196088.0 165410.694556 166765.246245 166920.538541 166920.538541
 1973.37 225403.0 180791.063867 182146.270309 182287.427617 182287.427617
 1973.45 238918.0 187460.294111 188753.953656 188870.076244 188870.076244
 1973.54 231015.0 143231.395893 144344.940255 144426.380126 144426.380126
 1973.62 212303.0 117663.590058 118626.059511 118720.690754 118720.690754
 1973.71 182676.0 116392.750623 117187.718539 117291.68003 117291.68003
 1973.79 155520.0 99833.3133861 100560.523869 100693.015312 100693.015312
 1973.87 135060.0 84075.1412597 84817.1029698 85047.2683372 85047.2683372
 1973.96 139430.0 96509.7809421 97655.051997 97878.8046246 97878.8046246
 1974.04 154025.0 107184.056119 108721.756044 109057.317585 109057.317585
 1974.12 181269.0 120368.30273 121884.674999 122212.706866 122212.706866
 1974.2 208400.0 146122.309112 147607.570927 147903.279118 147903.279118
 1974.29 233098.0 167175.276449 168698.831757 169048.87492 169048.87492
 1974.37 249576.0 192236.803209 193773.935038 193991.891165 193991.891165
 1974.45 248789.0 158180.542145 159243.75709 159413.531009 159413.531009
 1974.54 234562.0 126342.636539 127312.529749 127446.966197 127446.966197
 1974.62 210922.0 112115.058328 113072.126059 113190.858034 113190.858034
 1974.71 178481.0 98450.1258292 99154.1310517 99368.6689764 99368.6689764
 1974.79 147493.0 89312.2218112 90009.2365695 90177.4506328 90177.4506328
 1974.87 134735.0 81500.63802 82343.1526472 82471.7348224 82471.7348224
 1974.96 135048.0 93262.9510299 94432.0050691 94619.0722026 94619.0722026
 1975.04 150396.0 101934.727812 103246.210153 103507.880753 103507.880753
 1975.12 175724.0 132440.237458 133922.100328 134233.37819 134233.37819
 1975.2 203782.0 161178.218818 162760.44203 163007.881355 163007.881355
 1975.29 235020.0 165699.787804 167106.469483 167293.979539 167293.979539
 1975.37 255150.0 169248.960108 170737.8327 170879.895109 170879.895109
 1975.45 259856.0 168548.296058 169952.455008 170074.065976 170074.065976
 1975.54 246379.0 151378.868602 152600.6785 152736.202996 152736.202996
 1975.62 224415.0 145793.689893 146840.901874 147045.435539 147045.435539
 1975.71 191622.0 122451.470697 123148.504713 123371.525556 123371.525556
 1975.79 150864.0 103041.040991 103724.575515 103906.13501 103906.13501
 1975.87 116985.0 84162.2717153 84831.7867962 84973.9936365 84973.9936365
 1975.96 116402.0 78163.220935 78977.1526517 79223.9324075 79223.9324075
 1976.04 139751.0 85975.2380195 87276.3983522 87544.0387703 87544.0387703
 1976.12 173731.0 122763.749947 124825.513228 125066.520555 125066.520555
 1976.2 201955.0 188775.040594 190940.640191 191287.89102 191287.89102
 1976.29 239766.0 202371.647564 204157.720801 204439.515465 204439.515465
 1976.37 265396.0 205090.591511 206616.111082 206882.499764 206882.499764
 1976.45 265351.0 191777.069456 192933.981656 193277.823911 193277.823911
 1976.54 249931.0 180465.978394 181337.648842 181611.721257 181611.721257
 1976.62 212059.0 131403.684491 132031.054583 132249.386231 132249.386231
 1976.71 163726.0 74031.8180653 74516.3698921 74629.5220137 74629.5220137
 1976.79 118713.0 55401.4317305 55974.7749703 56043.4712058 56043.4712058
 1976.87 99924.7 48939.007534 49647.7837965 49730.2924575 49730.2924575
 1976.96 110074.0 53742.043807 54636.8665566 54778.1297806 54778.1297806
 1977.04 134566.0 69964.9951454 71364.9848511 71612.3423313 71612.3423313
 1977.12 148934.0 98992.9074526 100850.002266 101137.882292 101137.882292
 1977.2 166639.0 114223.829111 115978.426002 116296.925417 116296.925417
 1977.29 201786.0 138843.907092 140499.770897 140834.09033 140834.09033
 1977.37 237729.0 168261.8796 169965.993014 170243.820638 170243.820638
 1977.45 246060.0 167609.551817 169261.188606 169510.033727 169510.033727
 1977.54 232275.0 141801.133434 143114.464492 143332.593936 143332.593936
 1977.62 198414.0 104261.156231 105187.826033 105408.574495 105408.574495
 1977.71 155167.0 82452.0825669 83140.7395801 83325.9194808 83325.9194808
 1977.79 124564.0 68503.8148059 69175.9440893 69313.789111 69313.789111
 1977.87 128133.0 63940.0815732 64696.41899 64874.9454323 64874.9454323
 1977.96 139800.0 71908.5367737 73047.1062265 73259.5980442 73259.5980442
 1978.04 164685.0 106256.201982 108108.357252 108396.179506 108396.179506
 1978.12 173863.0 135596.749803 137659.514472 137966.08388 137966.08388
 1978.2 194553.0 131123.805946 132798.619109 133119.121302 133119.121302
 1978.29 216373.0 148175.705019 149853.175714 150106.09379 150106.09379
 1978.37 236618.0 168050.182153 169870.321867 170024.978667 170024.978667
 1978.45 238236.0 152008.424418 153769.482192 153917.986227 153917.986227
 1978.54 222252.0 129624.698005 131210.888258 131367.904098 131367.904098
 1978.62 191856.0 93097.115265 94142.9599652 94284.0306144 94284.0306144
 1978.71 151804.0 72265.5318859 73088.4568444 73227.0143928 73227.0143928
 1978.79 120669.0 64970.4769623 65785.1452775 65923.2502752 65923.2502752
 1978.87 117736.0 63490.0728462 64464.8574555 64583.7194191 64583.7194191
 1978.96 124732.0 62324.3792367 63290.7435141 63453.3825377 63453.3825377
 1979.04 154993.0 80693.4319772 82297.6761148 82617.1287752 82617.1287752
 1979.12 168834.0 114264.183154 116489.760165 116778.747496 116778.747496
 1979.2 184087.0 122910.36675 124757.418788 125027.543421 125027.543421
 1979.29 214738.0 138429.746159 140274.987995 140524.093091 140524.093091
 1979.37 240434.0 152276.690704 154129.423698 154341.987731 154341.987731
 1979.45 243740.0 154981.624836 156871.68845 157075.634763 157075.634763
 1979.54 221586.0 125031.943755 126497.957721 126713.574064 126713.574064
 1979.62 177249.0 88944.9624637 89869.0132493 90094.4701636 90094.4701636
 1979.71 131484.0 65684.0050073 66414.0367102 66576.1413388 66576.1413388
 1979.79 98580.6 58414.389211 59167.3710124 59316.0916944 59316.0916944
 1979.87 97644.0 68409.9971914 69305.041402 69497.1299226 69497.1299226
 1979.96 104625.0 61310.506763 62344.1903664 62525.7835619 62525.7835619
 1980.04 128458.0 61095.0541082 62242.982695 62516.6170028 62516.6170028
 1980.12 143540.0 78820.5845477 80339.3640015 80770.6929757 80770.6929757
 1980.2 151275.0 117711.907069 119810.15364 120357.903693 120357.903693
 1980.29 169158.0 148519.88428 150732.587667 151056.305859 151056.305859
 1980.37 183477.0 165177.890915 167533.388495 167671.214259 167671.214259
 1980.45 187800.0 151075.727025 153093.419569 153304.953327 153304.953327
 1980.54 178322.0 127525.931482 128939.709542 129206.531517 129206.531517
 1980.62 151233.0 86143.4231965 87005.4360194 87213.8211801 87213.8211801
 1980.71 114683.0 62868.3596381 63613.3303289 63743.4001443 63743.4001443
 1980.79 95831.6 47827.8751718 48522.5453322 48621.7357829 48621.7357829
 1980.87 108810.0 46292.8905509 47140.9802178 47290.9430071 47290.9430071
 1980.96 119771.0 63735.4564349 65037.7385158 65300.9015703 65300.9015703
 1981.04 131058.0 79122.9750834 81008.0798971 81263.0296376 81263.0296376
 1981.12 150641.0 87314.8362767 89342.8508287 89648.9387999 89648.9387999
 1981.2 169687.0 113626.327366 116081.684594 116427.173364 116427.173364
 1981.29 195398.0 161088.671549 163734.697059 164060.360256 164060.360256
 1981.37 203069.0 158481.575029 160709.578482 160963.035768 160963.035768
 1981.45 200237.0 154686.898777 156610.374114 156806.925555 156806.925555
 1981.54 191819.0 164939.907012 166650.452423 166874.031733 166874.031733
 1981.62 169633.0 142114.452587 143316.619859 143568.315086 143568.315086
 1981.71 132223.0 93460.3594286 94267.4402978 94471.6176997 94471.6176997
 1981.79 97968.7 74808.3180607 75652.488831 75813.7220588 75813.7220588
 1981.87 92831.3 65858.2707328 66757.5756602 66928.403926 66928.403926
 1981.96 104220.0 65598.559581 66820.3357784 66999.8780526 66999.8780526
 1982.04 140801.0 74332.8365057 75949.135824 76251.439701 76251.439701
 1982.12 178383.0 118933.909541 121547.986897 122097.267919 122097.267919
 1982.2 205322.0 168758.838056 171985.640192 172511.234517 172511.234517
 1982.29 230430.0 201093.644347 203717.4371 203990.431096 203990.431096
 1982.37 257187.0 228938.56983 231249.043429 231511.079921 231511.079921
 1982.45 256930.0 215540.757797 217247.509486 217584.41905 217584.41905
 1982.54 235916.0 141840.495717 142987.53846 143248.06324 143248.06324
 1982.62 197381.0 93865.1419704 94708.5713278 94910.6496647 94910.6496647
 1982.71 153784.0 77016.1396772 77887.3575742 78007.1294536 78007.1294536
 1982.79 114688.0 62368.1322249 63174.2117052 63275.5301071 63275.5301071
 1982.87 103240.0 42887.6004876 43681.87032 43759.9256895 43759.9256895
 1982.96 120143.0 49840.9170352 50847.9145895 51015.7146171 51015.7146171
 1983.04 142035.0 73715.4610444 75420.7106498 75706.0101744 75706.0101744
 1983.12 154696.0 95353.1768619 97529.9361677 97893.5077084 97893.5077084
 1983.2 160153.0 122075.969149 124248.848073 124618.678294 124618.678294
 1983.29 178327.0 155447.588383 157744.957269 158016.401039 158016.401039
 1983.37 189204.0 166329.122159 168496.955624 168767.426891 168767.426891
 1983.45 190827.0 150184.028801 152025.226566 152254.794952 152254.794952
 1983.54 172265.0 116335.228539 117738.742363 117965.451013 117965.451013
 1983.62 135820.0 88506.1327021 89561.9142605 89765.2732197 89765.2732197
 1983.71 104074.0 58178.0614509 59039.4869207 59195.3713843 59195.3713843
 1983.79 92425.2 41337.4650465 42176.6481302 42253.5721228 42253.5721228
 1983.87 94512.3 38206.4760811 39148.7251827 39200.263006 39200.263006
 1983.96 109892.0 49414.5564902 50727.8634767 50811.1809518 50811.1809518
 1984.04 136825.0 61215.8514483 62957.7865478 63147.8578477 63147.8578477
 1984.12 160351.0 95185.0687148 97886.3054119 98230.3787569 98230.3787569
 1984.2 190118.0 150055.436997 153307.90935 153712.788179 153712.788179
 1984.29 217457.0 194808.003791 197833.565291 198230.519668 198230.519668
 1984.37 240904.0 192713.714632 194970.171007 195336.968175 195336.968175
 1984.45 236530.0 162678.713297 164653.086146 164906.090882 164906.090882
 1984.54 220975.0 137991.667439 139617.749556 139861.231468 139861.231468
 1984.62 191836.0 117379.46524 118491.083853 118735.085718 118735.085718
 1984.71 155043.0 94782.5874414 95647.334826 95855.4311246 95855.4311246
 1984.79 121506.0 80871.5540125 81753.8064439 81913.0465228 81913.0465228
 1984.87 112708.0 71153.9566017 72215.4431877 72352.6864133 72352.6864133
 1984.96 121355.0 62474.5153433 63625.1881205 63806.453939 63806.453939
 1985.04 150579.0 69345.9827985 70925.4810779 71174.4321143 71174.4321143
 1985.12 178261.0 91708.4970996 93985.1930833 94281.4212262 94281.4212262
 1985.2 180662.0 95993.32429 98104.1363652 98476.027136 98476.027136
 1985.29 184181.0 93385.5633872 95095.4925596 95439.1422401 95439.1422401
 1985.37 197301.0 94702.2259891 96486.5564247 96809.5139459 96809.5139459
 1985.45 202774.0 93877.3223248 95781.5305559 96030.6260234 96030.6260234
 1985.54 192086.0 76205.6598633 78016.064923 78213.333705 78213.333705
 1985.62 170709.0 63276.7288851 64819.3346525 65019.2465233 65019.2465233
 1985.71 148707.0 60016.447625 61268.9394985 61520.2977196 61520.2977196
 1985.79 123977.0 52450.5170272 53550.1045318 53707.9628867 53707.9628867
 1985.87 117100.0 44687.534294 45903.8654398 46017.5182558 46017.5182558
 1985.96 129082.0 57487.4498038 59208.1583491 59464.7257178 59464.7257178
 1986.04 149564.0 79206.7258517 81642.045675 81983.0185662 81983.0185662
 1986.12 163402.0 96496.3392231 98817.1733445 99130.4154685 99130.4154685
 1986.2 190139.0 114510.755892 116860.081451 117226.917134 117226.917134
 1986.29 218893.0 149582.521501 152058.137595 152495.147525 152495.147525
 1986.37 234766.0 160614.379143 162886.886625 163241.262721 163241.262721
 1986.45 234098.0 136366.654112 138222.198698 138510.223156 138510.223156
 1986.54 230333.0 111763.869345 113653.817415 113857.465236 113857.465236
 1986.62 206678.0 108578.576702 110227.710018 110520.154067 110520.154067
 1986.71 162671.0 70678.4317174 71687.5572229 71830.9195118 71830.9195118
 1986.79 132761.0 50979.7609071 51890.0233391 52000.6864318 52000.6864318
 1986.87 135848.0 57139.4046041 58280.8000918 58450.082945 58450.082945
 1986.96 145437.0 70641.7462233 72174.694366 72482.2892348 72482.2892348
 1987.04 157862.0 78686.937656 80492.0420951 80813.2134854 80813.2134854
 1987.12 172484.0 84871.4186842 87019.5902651 87306.0548671 87306.0548671
 1987.2 196704.0 115443.636231 118153.221045 118542.433916 118542.433916
 1987.29 216789.0 142330.935517 145134.824197 145510.537577 145510.537577
 1987.37 230284.0 152900.488534 155294.241092 155604.575337 155604.575337
 1987.45 222681.0 141670.153702 143816.755799 144020.856171 144020.856171
 1987.54 200855.0 118556.260785 120451.783894 120674.766222 120674.766222
 1987.62 165986.0 91546.5128301 92812.9326741 93022.2133075 93022.2133075
 1987.71 129586.0 63912.8803867 64864.7774843 64992.9841388 64992.9841388
 1987.79 100483.0 56708.4174502 57709.6666475 57809.0304155 57809.0304155
 1987.87 96726.0 47648.4147418 48694.9141962 48791.2160253 48791.2160253
 1987.96 111075.0 48546.6219931 49857.4255076 50006.3772793 50006.3772793
 1988.04 135519.0 61574.3582724 63382.0432135 63723.6419727 63723.6419727
 1988.12 161477.0 92046.8124589 94764.9090773 95192.4346998 95192.4346998
 1988.2 191503.0 119949.260027 122792.337672 123206.700809 123206.700809
 1988.29 205100.0 115687.108515 118008.972912 118358.862015 118358.862015
 1988.37 223909.0 136027.481795 138428.080387 138790.746826 138790.746826
 1988.45 228935.0 140082.769486 142507.314751 142717.259767 142717.259767
 1988.54 216914.0 120266.661766 122638.094908 122790.700786 122790.700786
 1988.62 184908.0 99862.1033145 101606.599658 101793.772708 101793.772708
 1988.71 136598.0 82878.7897466 84043.5493684 84260.1767294 84260.1767294
 1988.79 98145.5 59637.1042105 60482.9359381 60629.5623695 60629.5623695
 1988.87 100240.0 46483.8139942 47400.5421241 47501.1383706 47501.1383706
 1988.96 125733.0 56098.1142973 57440.7504216 57579.972353 57579.972353
 1989.04 146286.0 76043.1748995 78196.5411849 78446.5561969 78446.5561969
 1989.12 175553.0 101471.864719 104068.697004 104549.026629 104549.026629
 1989.2 217389.0 148813.127514 152099.338967 152679.923019 152679.923019
 1989.29 249598.0 158769.445427 161628.737868 161923.473556 161923.473556
 1989.37 266443.0 158598.082766 161048.298248 161267.419452 161267.419452
 1989.45 271198.0 158620.614014 160779.993447 160997.111874 160997.111874
 1989.54 257498.0 124193.752431 126046.995749 126250.200648 126250.200648
 1989.62 227084.0 99146.2932585 100698.282232 100893.70711 100893.70711
 1989.71 182383.0 75719.432636 76830.2665074 76997.7487865 76997.7487865
 1989.79 136338.0 64903.2154088 65977.3445286 66134.6781173 66134.6781173
 1989.87 129482.0 59385.1923369 60634.5211699 60790.2226873 60790.2226873
 1989.96 129269.0 70519.6778897 72311.9135197 72548.7804892 72548.7804892
 1990.04 125091.0 84686.5276457 87035.5161988 87295.6076857 87295.6076857
 1990.12 151169.0 111637.087744 114295.110663 114717.956718 114717.956718
 1990.2 194165.0 124182.284603 126859.497598 127352.652702 127352.652702
 1990.29 215663.0 141877.681905 144840.752891 145144.260361 145144.260361
 1990.37 230100.0 142376.142445 144797.731687 145059.902982 145059.902982
 1990.45 229885.0 142853.862682 145073.402473 145399.229359 145399.229359
 1990.54 217643.0 130932.011102 132786.708359 133208.312308 133208.312308
 1990.62 192263.0 109469.225393 110986.695338 111236.127812 111236.127812
 1990.71 152634.0 83989.050708 85286.1091981 85445.1567022 85445.1567022
 1990.79 105588.0 62584.3985081 63721.7499255 63832.3504314 63832.3504314
 1990.87 92082.0 44833.7033603 45945.8082251 46049.3075363 46049.3075363
 1990.96 116567.0 43244.2826658 44605.0304474 44739.4861531 44739.4861531
 1991.04 148780.0 58000.5989842 59786.9033112 60168.3698626 60168.3698626
 1991.12 175895.0 91502.1821176 94808.1806286 95342.1423275 95342.1423275
 1991.2 182155.0 118287.503433 121532.109107 122074.332264 122074.332264
 1991.29 210280.0 113315.280594 115736.475058 116124.638397 116124.638397
 1991.37 232534.0 132759.555317 135559.881363 135857.823421 135857.823421
 1991.45 238125.0 147263.574612 150205.770492 150481.710883 150481.710883
 1991.54 222858.0 109978.807126 112138.17693 112405.133707 112405.133707
 1991.62 198666.0 109424.172525 111270.348349 111567.327533 111567.327533
 1991.71 156119.0 88676.4073155 89876.1962883 90106.794949 90106.794949
 1991.79 106059.0 53342.0611913 54263.165583 54376.2262316 54376.2262316
 1991.87 86595.0 40021.8688274 40961.3376307 41113.6979759 41113.6979759
 1991.96 98772.3 36944.9789298 38177.4646917 38326.3755413 38326.3755413
 1992.04 111946.0 40469.1068849 41983.640065 42160.2600171 42160.2600171
 1992.12 127249.0 48815.446746 50690.3884261 50936.6530444 50936.6530444
 1992.2 145908.0 60864.9994713 63262.1606036 63634.1669193 63634.1669193
 1992.29 182756.0 88210.0393615 91339.4275491 91721.8714175 91721.8714175
 1992.37 192138.0 101069.498991 103885.972432 104198.203538 104198.203538
 1992.45 178903.0 82947.1730481 85358.1803065 85594.6910126 85594.6910126
 1992.54 157510.0 68595.1819064 70680.4633812 70873.779566 70873.779566
 1992.62 136858.0 58782.3658996 60640.4139579 60802.6196883 60802.6196883
 1992.71 117270.0 52885.2593892 54537.0020943 54694.6823175 54694.6823175
 1992.79 106225.0 55114.3123743 56670.5283638 56881.566242 56881.566242
 1992.87 96222.0 54230.731177 55851.9267089 56037.0199509 56037.0199509
 1992.96 116183.0 53986.0264143 55812.8244015 56036.4325979 56036.4325979
 1993.04 146694.0 63646.2798724 65996.1253832 66314.018188 66314.018188
 1993.12 169058.0 99234.531019 102861.3591 103264.514385 103264.514385
 1993.2 200687.0 174189.138505 178212.87282 178812.435115 178812.435115
 1993.29 230241.0 170287.207734 173706.777216 174095.585681 174095.585681
 1993.37 244306.0 187428.519273 190510.254834 190836.765359 190836.765359
 1993.45 240132.0 167978.890972 170461.950082 170736.407647 170736.407647
 1993.54 223090.0 117055.361899 118849.195899 119070.656887 119070.656887
 1993.62 190787.0 91564.2778529 93019.3150572 93225.5241229 93225.5241229
